pc_time,count,rssi,len,mac,esp_time
2197,471.0,128,0EA06D7AA587,2026-04-27T09:38:46.282008,-82
2198,471.0,128,0EA06D7AA587,2026-04-27T09:38:46.517520,-82
2199,471.0,128,0EA06D7AA587,2026-04-27T09:38:46.617060,-82
2200,472.0,128,0EA06D7AA587,2026-04-27T09:38:47.074062,-83
2201,472.0,128,0EA06D7AA587,2026-04-27T09:38:47.193841,-83
2202,472.0,128,0EA06D7AA587,2026-04-27T09:38:47.305183,-82
2203,472.0,128,0EA06D7AA587,2026-04-27T09:38:47.549932,-82
2204,472.0,128,0EA06D7AA587,2026-04-27T09:38:47.578528,-83
2205,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.122159,-81
2206,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.217550,-81
2207,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.324747,-82
2208,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.593457,-82
2209,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.625716,-82
2210,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.708478,-82
2211,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.835344,-82
2212,473.0,128,0EA06D7AA587,2026-04-27T09:38:48.938050,-82
2213,474.0,128,0EA06D7AA587,2026-04-27T09:38:49.168455,-82
2214,474.0,128,0EA06D7AA587,2026-04-27T09:38:49.454173,-82
2215,474.0,128,0EA06D7AA587,2026-04-27T09:38:49.622941,-82
2216,474.0,128,0EA06D7AA587,2026-04-27T09:38:49.763542,-81
2217,474.0,128,0EA06D7AA587,2026-04-27T09:38:49.831682,-83
2218,474.0,128,0EA06D7AA587,2026-04-27T09:38:49.968775,-82
2219,475.0,128,0EA06D7AA587,2026-04-27T09:38:50.221245,-81
2220,475.0,128,0EA06D7AA587,2026-04-27T09:38:50.276322,-83
2221,475.0,128,0EA06D7AA587,2026-04-27T09:38:50.713099,-82
2222,475.0,128,0EA06D7AA587,2026-04-27T09:38:50.743648,-83
2223,475.0,128,0EA06D7AA587,2026-04-27T09:38:50.889881,-81
2224,475.0,128,0EA06D7AA587,2026-04-27T09:38:50.989126,-82
2225,476.0,128,0EA06D7AA587,2026-04-27T09:38:51.263914,-82
